Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,DayOfWeek,Hour,RevenuePerUnit,TotalTaxAmount,IsWeekend,LogQuantity,LogTotal,LogGross income,QuantityUnitPrice
211-30-9270,C,Naypyitaw,1,1,Health and beauty,-1.4404894677988933,-0.16160239872203103,-0.9478623143750625,-0.9478623143750627,1,87.05,4.761904762,-0.9478623143750625,-1.2118925597708547,2019,1,28,0,15,87.05,4.570125,0,1.791759469228055,4.52615403455868,1.6775637414817008,87.05
755-12-3214,C,Naypyitaw,0,0,Fashion accessories,-0.4210335017409443,-0.16160239872203103,-0.35544376901004865,-0.35544376901004876,1,221.1,4.761904762,-0.35544376901004865,0.9441707342183708,2019,3,5,1,17,221.1,11.607750000000001,0,1.791759469228055,5.451703468445783,2.4894795116331343,221.1
346-84-3103,B,Mandalay,0,0,Electronic accessories,-1.599815111132829,-0.16160239872203103,-1.040448427955048,-1.040448427955048,0,66.1,4.761904762,-1.040448427955048,-1.5615244452826214,2019,3,2,5,19,66.10000000000001,3.47025,1,1.791759469228055,4.254264283369275,1.4597771378796942,66.10000000000001
478-06-7835,A,Yangon,1,1,Fashion accessories,1.307972942744507,-1.5392194063223121,-0.9361951382485156,-0.9361951382485156,2,89.69,4.761904762,-0.9361951382485156,-1.2118925597708547,2019,1,11,4,11,89.69,4.708725,0,0.6931471805599453,4.555712048774331,1.7019259318692517,89.69
540-11-4336,A,Yangon,1,1,Food and beverages,-1.154159612356284,1.2160146088782502,-0.3405946357580796,-0.3405946357580798,1,224.46,4.761904762,-0.3405946357580796,-0.803988693340461,2019,1,11,4,16,224.46,11.78415,0,2.302585092994046,5.466721693070396,2.503319422795126,224.46
448-81-5016,A,Yangon,1,1,Health and beauty,0.1702585636153077,-1.1948151544222418,-0.8042764990903979,-0.8042764990903981,1,119.54,4.761904762,-0.8042764990903979,-0.6874447315032054,2019,3,11,0,12,119.54,6.27585,0,1.0986122886681096,4.840376686490182,1.9426190249570996,119.54
142-72-4741,C,Naypyitaw,0,1,Fashion accessories,1.4414414410982337,-1.1948151544222418,-0.5087964249158001,-0.5087964249158002,1,186.4,4.761904762,-0.5087964249158001,-0.5709007696659498,2019,2,28,3,18,186.4,9.786000000000001,0,1.0986122886681096,5.281781397907937,2.334083760053417,186.4
217-58-1179,A,Yangon,0,1,Home and lifestyle,0.27977117764913423,-0.5060066506221013,-0.22507191456567785,-0.22507191456567796,0,250.6,4.761904762,-0.22507191456567785,-1.6197964262012488,2019,1,5,5,11,250.6,13.156500000000001,1,1.6094379124341003,5.57644140618771,2.604909442182697,250.6
376-02-8238,B,Mandalay,1,1,Home and lifestyle,1.466918333946381,0.8716103569781798,1.9862115122067083,1.9862115122067086,1,750.96,4.761904762,1.9862115122067083,0.7693547914624883,2019,2,2,5,18,750.96,39.4254,1,2.1972245773362196,6.671409966639925,3.651904217989041,750.96
530-90-9855,A,Yangon,0,1,Home and lifestyle,-0.2928885332360844,0.8716103569781798,0.3499784481564082,0.34997844815640783,0,380.72,4.761904762,0.3499784481564082,-0.7457167124218329,2019,1,1,1,14,380.72,19.9878,0,2.1972245773362196,5.99335276330522,2.9975306554953702,380.72
866-05-7563,B,Mandalay,0,0,Electronic accessories,0.9927439252651937,-0.8504109025221716,-0.2533559779027616,-0.25335597790276165,0,244.2,4.761904762,-0.2533559779027616,-1.2701645406894826,2019,2,9,5,19,244.20000000000002,12.820500000000003,1,1.3862943611198906,5.550670144446233,2.580974118534234,244.20000000000002
604-70-6476,A,Yangon,0,1,Fashion accessories,-1.4203361047996128,-0.16160239872203103,-0.9361509443995512,-0.9361509443995515,2,89.7,4.761904762,-0.9361509443995512,-0.10472492231692812,2019,1,23,2,14,89.7,4.70925,0,1.791759469228055,4.555822366357752,1.7020170937271937,89.7
799-71-1548,A,Yangon,0,1,Electronic accessories,0.852811140666415,-0.5060066506221013,0.04132860699048069,0.04132860699048043,1,310.88,4.761904762,0.04132860699048069,1.0607146960556268,2019,1,7,0,16,310.88,16.3212,0,1.6094379124341003,5.791255967076268,2.806023498326019,310.88
785-13-7708,B,Mandalay,1,1,Food and beverages,0.6756136471255705,0.5272061050781095,0.9275920541184174,0.927592054118417,1,511.42,4.761904762,0.9275920541184174,-1.6197964262012488,2019,1,14,0,19,511.42,26.84955,0,2.0794415416798357,6.287841831397324,3.279820395495556,511.42
845-51-0542,B,Mandalay,0,1,Food and beverages,-0.33243475497052205,1.2160146088782502,0.51893153274652,0.5189315327465197,2,418.95,4.761904762,0.51893153274652,-0.33781284599143874,2019,2,2,5,15,418.95,21.994875,1,2.302585092994046,6.088812422127812,3.0886532378182268,418.95
662-47-5456,C,Naypyitaw,0,1,Fashion accessories,-0.7644011769928385,1.5604188607783205,0.2226117754416023,0.2226117754416023,1,351.9,4.761904762,0.2226117754416023,0.8276267723811158,2019,3,17,6,19,351.9,18.47475,1,2.3978952727983707,5.914839949368426,2.9228927273770333,351.9
883-17-4236,C,Naypyitaw,1,0,Sports and travel,-1.5553256116815868,-1.1948151544222418,-1.2053798722894182,-1.2053798722894182,1,28.78,4.761904762,-1.2053798722894182,0.128363001357583,2019,3,2,5,19,28.78,1.5109500000000002,1,1.0986122886681096,3.441026883824771,0.8915881192337832,28.78
290-68-2984,A,Yangon,1,1,Home and lifestyle,-1.19940961607165,-0.5060066506221013,-0.9127282044485288,-0.9127282044485289,0,95.0,4.761904762,-0.9127282044485288,-1.0370766170149717,2019,3,16,5,11,95.0,4.987500000000001,1,1.6094379124341003,4.612642200826793,1.749199854809259,95.0
704-11-6354,A,Yangon,0,1,Home and lifestyle,0.13717662812592235,0.8716103569781798,0.7498443935844308,0.7498443935844308,0,471.2,4.761904762,0.7498443935844308,1.1189866769742545,2019,1,6,6,11,471.2,24.738,1,2.1972245773362196,6.206091938653852,3.2011191032789417,471.2
110-48-7033,B,Mandalay,0,1,Fashion accessories,-0.8621259749327463,-0.5060066506221013,-0.7559284283235702,-0.7559284283235704,0,130.48,4.761904762,-0.7559284283235702,1.177258657892882,2019,1,29,1,14,130.48,6.8502,0,1.6094379124341003,4.927282670244379,2.018097911438784,130.48
366-93-0948,A,Yangon,0,1,Electronic accessories,0.4204644665120364,-1.5392194063223121,-1.039343581730943,-1.0393435817309433,1,66.35,4.761904762,-1.039343581730943,1.5851625243232756,2019,1,31,3,10,66.35,3.4833750000000006,0,0.6931471805599453,4.257985778387202,1.4626765310386967,66.35
729-09-9681,A,Yangon,0,1,Home and lifestyle,-1.1172751555462799,0.18280185317803926,-0.6455321936110149,-0.645532193611015,2,155.46,4.761904762,-0.6455321936110149,1.0024427151369983,2019,2,5,1,10,155.46,8.16165,0,1.9459101490553132,5.101286151247112,2.1716788231462467,155.46
151-16-1484,A,Yangon,0,1,Electronic accessories,-0.8761953038190364,-0.5060066506221013,-0.7624691179702707,-0.7624691179702711,2,129.0,4.761904762,-0.7624691179702707,-0.27954086507281123,2019,2,13,2,12,129.0,6.7725,0,1.6094379124341003,4.9159582471543475,2.0082140323914683,129.0
380-94-4661,C,Naypyitaw,0,1,Electronic accessories,0.4048741290974987,-0.5060066506221013,-0.1669128093287991,-0.16691280932879937,1,263.76,4.761904762,-0.1669128093287991,-0.046452941398300085,2019,2,7,3,13,263.76,13.8474,0,1.6094379124341003,5.627434045834825,2.6523965369113753,263.76
850-41-9669,A,Yangon,1,0,Electronic accessories,0.7516640735379501,1.2160146088782502,1.6529015033187608,1.652901503318761,2,675.54,4.761904762,1.6529015033187608,-0.4543568078286943,2019,3,19,1,13,675.54,35.46585,0,2.302585092994046,6.565711349266566,3.5489562487365984,675.54
821-07-3596,C,Naypyitaw,1,0,Fashion accessories,-1.476993672476836,-0.5060066506221013,-1.0417742434239736,-1.0417742434239738,2,65.8,4.761904762,-1.0417742434239736,-0.803988693340461,2019,3,7,3,14,65.8,3.4545000000000003,0,1.6094379124341003,4.249780130512233,1.4562867329399256,65.8
655-85-5130,B,Mandalay,0,0,Fashion accessories,-0.6461427639215881,-0.5060066506221013,-0.6555200034769225,-0.6555200034769226,0,153.2,4.761904762,-0.6555200034769225,-0.7457167124218329,2019,3,13,2,19,153.2,8.043000000000001,0,1.6094379124341003,5.086731764067556,2.1587147225743437,153.2
447-15-7839,A,Yangon,0,0,Sports and travel,-1.2568276880129965,1.5604188607783205,-0.34969856864470356,-0.3496985686447036,0,222.4,4.761904762,-0.34969856864470356,-1.6197964262012488,2019,2,9,5,11,222.39999999999998,11.676000000000002,1,2.3978952727983707,5.457540872096015,2.4948569806411682,222.39999999999998
154-74-7179,B,Mandalay,1,1,Sports and travel,-0.032035570641622206,-1.5392194063223121,-1.0919342619983334,-1.0919342619983334,2,54.45,4.761904762,-1.0919342619983334,0.5362668677879772,2019,2,26,1,19,54.45,2.858625,0,0.6931471805599453,4.063412734478965,1.3143954855760271,54.45
253-12-6086,A,Yangon,0,0,Sports and travel,1.6391725497704208,0.5272061050781095,1.7115025470452812,1.7115025470452816,1,688.8,4.761904762,1.7115025470452812,1.0024427151369983,2019,3,12,1,12,688.8000000000001,36.162,0,2.0794415416798357,6.585122829167185,3.56784112573688,688.8000000000001
808-65-0703,C,Naypyitaw,1,1,Home and lifestyle,-0.7537541172951052,-0.5060066506221013,-0.7055474405043896,-0.7055474405043898,1,141.88,4.761904762,-0.7055474405043896,-0.046452941398300085,2019,3,14,3,17,141.88,7.4487,0,1.6094379124341003,5.010461945738964,2.091123046453674,141.88
571-94-0759,B,Mandalay,0,0,Food and beverages,0.7341724754631025,1.5604188607783205,1.964291363120468,1.9642913631204681,0,746.0,4.761904762,1.964291363120468,1.4686185624860206,2019,1,8,1,20,746.0,39.165,0,2.3978952727983707,6.664791600218621,3.6454498961866,746.0
144-51-6085,A,Yangon,0,1,Home and lifestyle,0.5873951524872097,-0.5060066506221013,-0.08206061931754764,-0.08206061931754774,1,282.96,4.761904762,-0.08206061931754764,-1.5032524643639933,2019,1,5,5,16,282.96,14.855400000000001,1,1.6094379124341003,5.697455836955933,2.7178685100395485,282.96
731-14-2199,A,Yangon,0,0,Home and lifestyle,-0.751092352370672,1.5604188607783205,0.2380796225790701,0.2380796225790701,2,355.4,4.761904762,0.2380796225790701,0.011819039520327436,2019,1,4,4,13,355.4,18.6585,0,2.3978952727983707,5.924710239594586,2.9322598505984176,355.4
783-09-1637,B,Mandalay,1,0,Sports and travel,0.4615316967747219,-0.16160239872203103,0.15742584821941713,0.15742584821941683,2,337.15,4.761904762,0.15742584821941713,-0.39608482691006675,2019,3,6,2,18,337.15000000000003,17.700375,0,1.791759469228055,5.872138916012812,2.8824235880469904,337.15000000000003
687-15-1097,C,Naypyitaw,0,0,Health and beauty,-1.2994159268039294,-1.1948151544222418,-1.1458949515836137,-1.1458949515836139,0,42.24,4.761904762,-1.1458949515836137,1.5851625243232756,2019,1,3,3,19,42.24,2.2176,0,1.0986122886681096,3.8144542770220027,1.1352656063161453,42.24
126-54-1082,A,Yangon,0,0,Home and lifestyle,-1.2834453372573296,1.2160146088782502,-0.4758278135885118,-0.4758278135885119,1,193.86,4.761904762,-0.4758278135885118,1.0607146960556268,2019,1,7,0,11,193.85999999999999,10.17765,0,2.302585092994046,5.320827110608606,2.3695893217745194,193.85999999999999
633-91-1052,A,Yangon,1,0,Home and lifestyle,-1.6450651148481947,-1.1948151544222418,-1.2262393690005176,-1.2262393690005178,0,24.06,4.761904762,-1.2262393690005176,-1.0953485979335995,2019,1,27,6,15,24.06,1.2631500000000002,1,1.0986122886681096,3.268161104542958,0.7898200678202061,24.06
477-24-6490,B,Mandalay,1,0,Health and beauty,1.688985579070529,0.18280185317803926,1.3113714385234736,1.3113714385234736,2,598.26,4.761904762,1.3113714385234736,0.5362668677879772,2019,2,26,1,16,598.26,31.40865,0,1.9459101490553132,6.444406258629572,3.4311768074033413,598.26
566-19-5475,B,Mandalay,1,1,Fashion accessories,-0.27843895221773246,0.5272061050781095,0.15141548476028668,0.15141548476028652,0,335.79,4.761904762,0.15141548476028668,-0.4543568078286943,2019,1,7,0,20,335.78999999999996,17.628975,0,2.0794415416798357,5.8681083539697445,2.878608395605425,335.78999999999996
526-86-8552,C,Naypyitaw,0,0,Home and lifestyle,-1.2727982775595963,1.5604188607783205,-0.36825998520966474,-0.36825998520966485,0,218.2,4.761904762,-0.36825998520966474,0.07009102043895496,2019,1,7,0,17,218.2,11.4555,0,2.3978952727983707,5.438557455462482,2.477378383367209,218.2
376-56-3573,C,Naypyitaw,1,0,Fashion accessories,1.5258574144159749,-0.5060066506221013,0.35422105765697065,0.3542210576569706,2,381.68,4.761904762,0.35422105765697065,-0.33781284599143874,2019,2,2,5,13,381.68,20.038200000000003,1,1.6094379124341003,5.995864851552464,2.999923478172459,381.68
537-72-0426,C,Naypyitaw,0,1,Fashion accessories,0.5969014557887572,1.5604188607783205,1.8047515683597295,1.8047515683597297,0,709.9,4.761904762,1.8047515683597295,-0.7457167124218329,2019,3,20,2,16,709.9,37.26975,0,2.3978952727983707,6.615254950689689,3.5971752649035955,709.9
828-61-5674,A,Yangon,0,1,Sports and travel,-0.4286385443821821,1.5604188607783205,0.6128434617954311,0.6128434617954309,1,440.2,4.761904762,0.6128434617954311,1.5268905434046482,2019,3,20,2,19,440.20000000000005,23.110500000000002,0,2.3978952727983707,6.138180514972207,3.1359289040472746,440.20000000000005
136-08-6195,A,Yangon,1,0,Home and lifestyle,0.5577354861863817,0.8716103569781798,1.1408715692196152,1.140871569219615,1,559.68,4.761904762,1.1408715692196152,-0.33781284599143874,2019,2,15,4,17,559.68,29.383200000000002,0,2.1972245773362196,6.37785556247421,3.3667439535927763,559.68
523-38-0215,C,Naypyitaw,1,1,Home and lifestyle,-0.6955755410896348,-1.5392194063223121,-1.169052528440851,-1.169052528440851,1,37.0,4.761904762,-1.169052528440851,0.5362668677879772,2019,3,6,2,13,37.0,1.9425000000000001,0,0.6931471805599453,3.685122405236224,1.0473189942805592,37.0
490-29-1201,A,Yangon,1,0,Sports and travel,-1.5192016591357065,-1.5392194063223121,-1.2647764052972943,-1.2647764052972945,0,15.34,4.761904762,-1.2647764052972943,-0.27954086507281123,2019,1,6,6,11,15.34,0.80535,1,0.6931471805599453,2.8394877364701547,0.5692831933375594,15.34
667-92-0055,A,Yangon,0,1,Health and beauty,1.693548604655272,0.18280185317803926,1.3145533956488957,1.3145533956488953,2,598.98,4.761904762,1.3145533956488957,0.8858987532997433,2019,3,4,0,15,598.98,31.44645,0,1.9459101490553132,6.445607114621937,3.432340688430914,598.98
565-17-3836,A,Yangon,0,0,Health and beauty,-0.2898465161795893,-0.5060066506221013,-0.4898814575591252,-0.48988145755912543,0,190.68,4.761904762,-0.4898814575591252,1.2355306388115095,2019,3,12,1,14,190.68,10.0107,0,1.6094379124341003,5.304369018309804,2.3546081210611978,190.68
498-41-1961,B,Mandalay,1,1,Health and beauty,0.43301278687007955,-0.16160239872203103,0.14085315485784458,0.14085315485784428,0,333.4,4.761904762,0.14085315485784458,0.3614509250320936,2019,2,20,2,18,333.40000000000003,17.5035,0,1.791759469228055,5.860985633781738,2.871868286331605,333.40000000000003
593-95-4461,C,Naypyitaw,0,1,Home and lifestyle,0.744059030896712,-1.5392194063223121,-1.0017346162624143,-1.0017346162624146,0,74.86,4.761904762,-1.0017346162624143,-0.046452941398300085,2019,3,24,6,14,74.86,3.93015,1,0.6931471805599453,4.377051780582357,1.5566698468954447,74.86
226-71-3580,C,Naypyitaw,1,0,Sports and travel,-1.19940961607165,1.2160146088782502,-0.3879262479987309,-0.387926247998731,0,213.75,4.761904762,-0.3879262479987309,1.4686185624860206,2019,1,31,3,12,213.75,11.221875,0,2.302585092994046,5.418042958663758,2.4585198946148052,213.75
283-79-9594,B,Mandalay,1,0,Food and beverages,-0.25790533708638996,0.5272061050781095,0.16812075966875184,0.16812075966875165,1,339.57,4.761904762,0.16812075966875184,-1.0370766170149717,2019,1,25,4,13,339.57,17.827425,0,2.0794415416798357,5.879271017268153,2.8891765995344083,339.57
430-60-3493,A,Yangon,0,0,Home and lifestyle,1.5053237992846322,0.5272061050781095,1.6026089031975086,1.602608903197509,0,664.16,4.761904762,1.6026089031975086,-1.6197964262012488,2019,2,3,6,14,664.16,34.8684,1,2.0794415416798357,6.548746184460779,3.532459534842635,664.16
139-20-0155,B,Mandalay,0,1,Electronic accessories,-0.5700923375092085,1.5604188607783205,0.4484423436486311,0.448442343648631,1,403.0,4.761904762,0.4484423436486311,0.011819039520327436,2019,1,24,3,17,403.0,21.1575,0,2.3978952727983707,6.050087166253744,3.051639905492287,403.0
558-80-4082,C,Naypyitaw,1,1,Electronic accessories,-1.0435062419262717,0.5272061050781095,-0.4710106840514146,-0.47101068405141483,2,194.95,4.761904762,-0.4710106840514146,-0.5709007696659498,2019,3,14,3,17,194.95000000000002,10.234875,0,2.0794415416798357,5.326406642963276,2.3746731693882994,194.95000000000002
278-97-7759,A,Yangon,0,0,Electronic accessories,0.2733068914040819,-1.5392194063223121,-1.056446601280086,-1.0564466012800862,0,62.48,4.761904762,-1.056446601280086,-1.3284365216081102,2019,2,18,0,20,62.48,3.2802000000000002,0,0.6931471805599453,4.1987646358028705,1.4168235661547135,62.48
316-68-6352,A,Yangon,0,0,Food and beverages,-0.7199116775415964,-1.1948151544222418,-1.0111920999407518,-1.011192099940752,0,72.72,4.761904762,-1.0111920999407518,0.07009102043895496,2019,1,21,0,10,72.72,3.8178,0,1.0986122886681096,4.348418143500052,1.5338519254775054,72.72
585-03-5943,B,Mandalay,1,1,Health and beauty,-1.4138718185545607,1.5604188607783205,-0.5322191648668226,-0.5322191648668229,2,181.1,4.761904762,-0.5322191648668226,-0.6291727505845773,2019,3,13,2,11,181.1,9.50775,0,2.3978952727983707,5.253084617268279,2.3080700232246154,181.1
211-05-0490,C,Naypyitaw,0,0,Electronic accessories,-0.12823936005328251,-0.16160239872203103,-0.1852974504979036,-0.18529745049790386,0,259.6,4.761904762,-0.1852974504979036,0.3031789441134661,2019,3,3,6,13,259.6,13.629,1,1.791759469228055,5.6115940836612985,2.637627736805664,259.6
727-75-6477,C,Naypyitaw,1,1,Electronic accessories,-1.0058612808521439,-0.5060066506221013,-0.8227495279574308,-0.822749527957431,0,115.36,4.761904762,-0.8227495279574308,-0.33781284599143874,2019,3,29,4,14,115.36,6.0564,0,1.6094379124341003,4.805069675056115,1.912205622303922,115.36
744-02-5987,A,Yangon,0,1,Home and lifestyle,0.8779077813825,0.18280185317803926,0.745778559479725,0.7457785594797249,2,470.28,4.761904762,0.745778559479725,-0.6874447315032054,2019,1,10,3,14,470.28,24.689700000000002,0,1.9459101490553132,6.204141514333251,3.199244382918973,470.28
307-83-9164,A,Yangon,0,1,Home and lifestyle,0.17938461478479306,-0.5060066506221013,-0.2717406190718661,-0.27174061907186625,0,240.04,4.761904762,-0.2717406190718661,-1.4449804834453657,2019,1,25,4,15,240.04,12.6021,0,1.6094379124341003,5.533555482854871,2.565103191782277,240.04
779-06-0012,C,Naypyitaw,0,0,Home and lifestyle,1.2669057124818222,-1.5392194063223121,-0.9409680739366484,-0.9409680739366485,0,88.61,4.761904762,-0.9409680739366484,0.41972290595072165,2019,1,19,5,10,88.61,4.652025,1,0.6931471805599453,4.543725540544165,1.6920312107379538,88.61
446-47-6729,C,Naypyitaw,1,1,Fashion accessories,1.69316835252321,-1.1948151544222418,-0.45028376888720795,-0.450283768887208,1,199.64,4.761904762,-0.45028376888720795,-0.16299690323555566,2019,1,2,2,18,199.64,10.481100000000001,0,1.0986122886681096,5.350065057681747,2.3962575688566807,199.64
573-10-3877,B,Mandalay,0,1,Health and beauty,-0.6191448625451933,-1.5392194063223121,-1.1601695647990482,-1.1601695647990482,1,39.01,4.761904762,-1.1601695647990482,-1.3284365216081102,2019,3,12,1,16,39.01,2.0480250000000004,0,0.6931471805599453,3.736728699567682,1.0819746475150864,39.01
735-06-4124,C,Naypyitaw,1,1,Food and beverages,-0.25410281576577093,-1.5392194063223121,-1.1177434697934223,-1.1177434697934225,0,48.61,4.761904762,-1.1177434697934223,-1.5032524643639933,2019,2,25,0,15,48.61,2.5520250000000004,0,0.6931471805599453,3.952022261591999,1.2327060231488085,48.61
439-54-7422,A,Yangon,1,0,Electronic accessories,-0.15599776569380125,-0.5060066506221013,-0.42765651821754086,-0.427656518217541,1,204.76,4.761904762,-0.42765651821754086,-1.3284365216081102,2019,3,18,0,17,204.76,10.7499,0,1.6094379124341003,5.3752691483820385,2.4193008926900066,204.76
396-90-2219,B,Mandalay,1,0,Electronic accessories,-1.5336512401540585,0.8716103569781798,-0.8036577852048992,-0.8036577852048994,0,119.68,4.761904762,-0.8036577852048992,0.9441707342183708,2019,2,23,5,12,119.68,6.283200000000001,1,2.1972245773362196,4.841537911199133,1.943621818537301,119.68
411-77-0180,A,Yangon,0,1,Electronic accessories,0.6429119637682472,0.5272061050781095,0.9009873570419726,0.9009873570419724,2,505.4,4.761904762,0.9009873570419726,-1.5615244452826214,2019,3,26,1,20,505.40000000000003,26.5335,0,2.0794415416798357,6.2760229961236575,3.2684276036974484,505.40000000000003
286-01-5402,A,Yangon,1,0,Sports and travel,-0.5727541024336418,0.5272061050781095,-0.08802678892771368,-0.08802678892771393,0,281.61,4.761904762,-0.08802678892771368,1.5268905434046482,2019,3,30,5,13,281.60999999999996,14.784525,1,2.0794415416798357,5.692689507909877,2.7134025185288193,281.60999999999996
803-17-8013,A,Yangon,0,0,Home and lifestyle,1.2737502508589367,0.8716103569781798,1.8066077100162257,1.806607710016226,0,710.32,4.761904762,1.8066077100162257,-1.6780684071198768,2019,2,17,6,17,710.32,37.2918,1,2.1972245773362196,6.615845616183269,3.597750520702834,710.32
512-98-1403,A,Yangon,0,0,Electronic accessories,-1.0956007840187518,-0.8504109025221716,-0.9814938334368138,-0.981493833436814,2,79.44,4.761904762,-0.9814938334368138,-1.3284365216081102,2019,3,21,3,10,79.44,4.1706,0,1.3862943611198906,4.435709571590067,1.6038221736484646,79.44
848-42-2560,A,Yangon,1,0,Fashion accessories,1.0121367840003501,-1.1948151544222418,-0.608586135876949,-0.6085861358769492,0,163.82,4.761904762,-0.608586135876949,0.47799488686934916,2019,3,5,1,17,163.82,8.60055,0,1.0986122886681096,5.153355176291443,2.2182247443759726,163.82
532-59-7201,B,Mandalay,0,1,Sports and travel,0.9368468618520948,0.18280185317803926,0.786878839016425,0.7868788390164251,0,479.58,4.761904762,0.786878839016425,-0.8622606742590885,2019,1,31,3,14,479.58000000000004,25.177950000000003,0,1.9459101490553132,6.223684780428586,3.218035471870508,479.58000000000004
181-94-6432,C,Naypyitaw,0,1,Fashion accessories,0.5337796018664822,-1.1948151544222418,-0.71977785987086,-0.7197778598708601,2,138.66,4.761904762,-0.71977785987086,1.5851625243232756,2019,2,5,1,19,138.66,7.27965,0,1.0986122886681096,4.987660039335725,2.071031274319866,138.66
870-76-1733,A,Yangon,0,0,Food and beverages,-1.5614096457945772,-0.16160239872203103,-1.0181305342281304,-1.0181305342281306,1,71.15,4.761904762,-1.0181305342281304,-1.5032524643639933,2019,2,1,4,10,71.15,3.735375,0,1.791759469228055,4.326877230832996,1.516774227570681,71.15
423-64-4619,A,Yangon,0,0,Health and beauty,-1.5112163643624064,1.2160146088782502,-0.7140768533544789,-0.7140768533544791,0,139.95,4.761904762,-0.7140768533544789,-1.1536205788522271,2019,3,7,3,13,139.95000000000002,7.3473749999999995,0,2.302585092994046,4.996857481102912,2.079128992841536,139.95000000000002
227-07-4446,C,Naypyitaw,0,0,Electronic accessories,0.8684014780809526,1.5604188607783205,2.120295649964071,2.1202956499640715,0,781.3,4.761904762,2.120295649964071,-1.5032524643639933,2019,2,10,6,20,781.3,41.01825,1,2.3978952727983707,6.710967590436874,3.690503135230034,781.3
174-36-3675,C,Naypyitaw,0,1,Food and beverages,1.676057006580425,-1.1948151544222418,-0.4542612152939854,-0.4542612152939855,0,198.74,4.761904762,-0.4542612152939854,-1.0370766170149717,2019,2,14,3,17,198.74,10.43385,0,1.0986122886681096,5.345568251396582,2.3921515363530887,198.74
428-83-5800,C,Naypyitaw,0,0,Food and beverages,-1.300936935332177,-0.8504109025221716,-1.0530878687588072,-1.0530878687588074,0,63.24,4.761904762,-1.0530878687588072,0.1866349822762105,2019,2,9,5,10,63.239999999999995,3.3201,1,1.3862943611198906,4.2106746910685136,1.4259957279714426,63.239999999999995
603-07-0961,C,Naypyitaw,0,1,Electronic accessories,0.7413972659722791,-0.16160239872203103,0.32005921240764923,0.3200592124076489,0,373.95,4.761904762,0.32005921240764923,-1.2118925597708547,2019,1,10,3,11,373.95000000000005,19.632375,0,1.791759469228055,5.975455838791054,2.980491724137706,373.95000000000005
704-20-4138,C,Naypyitaw,0,0,Health and beauty,-0.9743003538910061,0.5272061050781095,-0.4147077204710322,-0.41470772047103227,1,207.69,4.761904762,-0.4147077204710322,0.6528108296252323,2019,3,11,0,18,207.69,10.903725000000001,0,2.0794415416798357,5.389411854615904,2.432252781116082,207.69
787-15-1757,C,Naypyitaw,0,1,Health and beauty,-0.4267372837218727,-0.5060066506221013,-0.553520600067564,-0.5535206000675641,2,176.28,4.761904762,-0.553520600067564,0.8276267723811158,2019,2,18,0,16,176.28,9.2547,0,1.6094379124341003,5.226251922397672,2.2838099376677117,176.28
649-11-3678,C,Naypyitaw,1,0,Food and beverages,-1.2305902909007256,1.2160146088782502,-0.42054130853430566,-0.4205413085343058,0,206.37,4.761904762,-0.42054130853430566,-0.8622606742590885,2019,2,26,1,20,206.37,10.834425000000001,0,2.302585092994046,5.383065141856696,2.4264385551610435,206.37
622-20-1945,C,Naypyitaw,1,0,Health and beauty,-0.6035545251306553,-1.5392194063223121,-1.1583576169915162,-1.1583576169915164,0,39.42,4.761904762,-1.1583576169915162,0.8276267723811158,2019,1,18,4,15,39.42,2.06955,0,0.6931471805599453,3.7469360755557455,1.0888985964804707,39.42
372-94-8041,A,Yangon,1,1,Health and beauty,-1.5222436761922018,0.18280185317803926,-0.9279308884922112,-0.9279308884922115,2,91.56,4.761904762,-0.9279308884922112,1.6434345052419042,2019,2,15,4,18,91.56,4.806900000000001,0,1.9459101490553132,4.576132647864798,1.7188302892052971,91.56
563-91-7120,A,Yangon,1,0,Fashion accessories,0.24630899002768733,-0.16160239872203103,0.032357255650749435,0.03235725565074932,0,308.85,4.761904762,0.032357255650749435,-0.16299690323555566,2019,3,8,4,13,308.85,16.214625,0,1.791759469228055,5.784724777572574,2.799869446193369,308.85
746-54-5508,A,Yangon,1,1,Home and lifestyle,-1.2842058415214532,0.18280185317803926,-0.7619387917827004,-0.7619387917827007,1,129.12,4.761904762,-0.7619387917827004,1.410346581567393,2019,1,17,3,12,129.12,6.7788,0,1.9459101490553132,4.916881236239234,2.0090190773832903,129.12
276-54-0879,B,Mandalay,1,1,Sports and travel,1.614075909054335,-0.5060066506221013,0.39523294949574206,0.39523294949574206,2,390.96,4.761904762,0.39523294949574206,-0.33781284599143874,2019,3,12,1,19,390.96,20.5254,0,1.6094379124341003,6.019828460997408,3.0227636126050212,390.96
815-11-1168,A,Yangon,0,1,Food and beverages,1.6916473439949626,-0.16160239872203103,0.872261355215247,0.872261355215247,0,498.9,4.761904762,0.872261355215247,-0.920532655177716,2019,3,9,5,19,498.9,26.19225,1,1.791759469228055,6.263102980905039,3.255978912819703,498.9
719-76-3868,C,Naypyitaw,0,1,Food and beverages,1.481748167096795,-0.5060066506221013,0.3337151117375849,0.3337151117375847,0,377.04,4.761904762,0.3337151117375849,0.9441707342183708,2019,3,12,1,16,377.04,19.794600000000003,0,1.6094379124341003,5.983664203375248,2.9883047577251944,377.04
