Id,Weekly_Sales
2_31_2013-07-19,3930.3376488095223
2_31_2013-07-26,4388.177291666668
2_32_2012-11-02,7597.099831207485
2_32_2012-11-09,7805.397554421769
2_32_2012-11-16,8033.406661564625
2_32_2012-11-23,14186.082281462586
2_32_2012-11-30,13229.868940476192
2_32_2012-12-07,17937.071979166674
2_32_2012-12-14,24379.937193452384
2_32_2012-12-21,50929.0111109694
2_32_2012-12-28,17960.912791241495
2_32_2013-01-04,7608.534648809522
2_32_2013-01-11,7225.964029761904
2_32_2013-01-18,7858.583556547617
2_32_2013-01-25,8533.973339285712
2_32_2013-02-01,12047.345507440477
2_32_2013-02-08,18481.380848214285
2_32_2013-02-15,29974.889648809538
2_32_2013-02-22,11423.257366071428
2_32_2013-03-01,11090.910720238098
2_32_2013-03-08,10798.87443452381
2_32_2013-03-15,10971.877943452386
2_32_2013-03-22,9416.643232142858
2_32_2013-03-29,10016.167547619045
2_32_2013-04-05,10197.278384778912
2_32_2013-04-12,10661.945696960032
2_32_2013-04-19,10071.166791772956
2_32_2013-04-26,8626.730091943024
2_32_2013-05-03,12471.373904761911
2_32_2013-05-10,15741.416017857142
2_32_2013-05-17,16655.10822534013
2_32_2013-05-24,11282.212032062826
2_32_2013-05-31,11374.74708942213
2_32_2013-06-07,10679.675871348541
2_32_2013-06-14,10841.008478491398
2_32_2013-06-21,10902.51210650624
2_32_2013-06-28,10019.496639244331
2_32_2013-07-05,10228.144704720524
2_32_2013-07-12,9546.644529761907
2_32_2013-07-19,9728.048122023814
2_32_2013-07-26,9089.005833333336
2_33_2012-11-02,8932.00686989796
2_33_2012-11-09,8494.35462967687
2_33_2012-11-16,7007.799345238096
2_33_2012-11-23,13719.69243452381
2_33_2012-11-30,11105.765068452385
2_33_2012-12-07,21186.130767857143
2_33_2012-12-14,16654.989220238098
2_33_2012-12-21,17638.52286607142
2_33_2012-12-28,5968.671470238097
2_33_2013-01-04,3674.819397534015
2_33_2013-01-11,3630.6741356292528
2_33_2013-01-18,3520.7836845238103
2_33_2013-01-25,3577.4268750000006
2_33_2013-02-01,5248.561965277776
2_33_2013-02-08,7644.564434948976
2_33_2013-02-15,6283.886420422338
2_33_2013-02-22,5814.28925763611
2_33_2013-03-01,5903.974668891521
2_33_2013-03-08,5762.562098100706
2_33_2013-03-15,6553.004248681769
2_33_2013-03-22,5844.226916788618
2_33_2013-03-29,7973.759315476187
2_33_2013-04-05,5867.773473295214
2_33_2013-04-12,5996.496476696574
2_33_2013-04-19,5354.74116782635
2_33_2013-04-26,5342.786607097892
2_33_2013-05-03,5531.75802212706
2_33_2013-05-10,5587.23221449719
2_33_2013-05-17,5557.513778556148
2_33_2013-05-24,5869.649559538559
2_33_2013-05-31,5980.183543809963
2_33_2013-06-07,6050.882912432412
2_33_2013-06-14,5846.726178704584
2_33_2013-06-21,5629.874042717801
2_33_2013-06-28,5673.420543568141
2_33_2013-07-05,6180.558464883827
2_33_2013-07-12,6021.185662446185
2_33_2013-07-19,6343.604934713105
2_33_2013-07-26,6948.037593537413
2_34_2012-11-02,17137.650487244904
2_34_2012-11-09,17336.713647959183
2_34_2012-11-16,15428.558244685379
2_34_2012-11-23,20241.096139880956
2_34_2012-11-30,18260.12544047619
2_34_2012-12-07,21732.65455952382
2_34_2012-12-14,20837.722708333335
2_34_2012-12-21,25159.062032738093
2_34_2012-12-28,13510.154794642862
2_34_2013-01-04,12615.897690476191
2_34_2013-01-11,12311.213431547618
2_34_2013-01-18,11568.811857142853
2_34_2013-01-25,11578.85145535714
2_34_2013-02-01,14905.316279761902
2_34_2013-02-08,16617.2639375
2_34_2013-02-15,17311.912758928567
2_34_2013-02-22,17130.22713988095
2_34_2013-03-01,18155.956440476195
2_34_2013-03-08,16491.315749999998
2_34_2013-03-15,17486.76238988095
2_34_2013-03-22,16987.465321428568
2_34_2013-03-29,19545.751029761905
2_34_2013-04-05,19624.3617827381
2_34_2013-04-12,18868.417627976196
2_34_2013-04-19,18451.2638154762
2_34_2013-04-26,18436.279723214288
2_34_2013-05-03,19651.122485119038
2_34_2013-05-10,21123.369740646263
2_34_2013-05-17,21292.096085884357
2_34_2013-05-24,21218.354044217685
2_34_2013-05-31,20469.53063690476
2_34_2013-06-07,21093.51929464285
2_34_2013-06-14,20967.425979166666
2_34_2013-06-21,21194.061827380945
2_34_2013-06-28,20951.28613690476
2_34_2013-07-05,21463.73624107143
2_34_2013-07-12,17193.559047619052
2_34_2013-07-19,15370.317925595242
2_34_2013-07-26,15298.789598214285
2_35_2012-11-02,3247.9873363095226
2_35_2012-11-09,3181.977964285714
2_35_2012-11-16,3647.5660476190487
2_35_2012-11-23,3806.262931547619
2_35_2012-11-30,3962.2922346938767
2_35_2012-12-07,4176.93694005102
2_35_2012-12-14,4567.532244047619
2_35_2012-12-21,5639.523139455782
2_35_2012-12-28,3283.948750000001
2_35_2013-01-04,2787.354342261905
2_35_2013-01-11,2636.5082589285707
2_35_2013-01-18,2864.455928571429
2_35_2013-01-25,3119.2433154761907
2_35_2013-02-01,4085.229568452381
2_35_2013-02-08,4405.475964285714
2_35_2013-02-15,4686.643967261904
2_35_2013-02-22,4370.54419642857
2_35_2013-03-01,4205.849665391158
2_35_2013-03-08,3969.7350501700703
2_35_2013-03-15,4446.8987521258505
2_35_2013-03-22,3407.480377976189
2_35_2013-03-29,4395.710417091835
2_35_2013-04-05,4201.444732142859
2_35_2013-04-12,4353.888303571431
2_35_2013-04-19,4241.8980505952395
2_35_2013-04-26,4098.8672648809525
2_35_2013-05-03,4969.9703720238085
2_35_2013-05-10,5237.736297619047
2_35_2013-05-17,5787.342196428573
2_35_2013-05-24,5548.60880654762
2_35_2013-05-31,5104.459979166665
2_35_2013-06-07,4843.929568452381
2_35_2013-06-14,4893.3776934523785
2_35_2013-06-21,4743.723601190475
2_35_2013-06-28,4499.445187499999
2_35_2013-07-05,4427.576773809525
2_35_2013-07-12,3777.3668690476193
2_35_2013-07-19,3096.2308397108854
2_35_2013-07-26,2751.320390306123
2_36_2012-11-02,1921.776145833333
2_36_2012-11-09,1500.0787585034013
2_36_2012-11-16,1384.1920025510206
2_36_2012-11-23,2638.603226190476
2_36_2012-11-30,2338.801672619048
2_36_2012-12-07,4245.602375
2_36_2012-12-14,3764.676622023811
2_36_2012-12-21,5295.1804464285715
2_36_2012-12-28,2180.8769226190475
2_36_2013-01-04,1139.4712157738095
2_36_2013-01-11,1171.1531220238098
2_36_2013-01-18,1220.335610119048
2_36_2013-01-25,923.159088860544
2_36_2013-02-01,1900.4377529761907
2_36_2013-02-08,2683.094417091837
2_36_2013-02-15,1427.412327380952
2_36_2013-02-22,1299.3239336734691
2_36_2013-03-01,1443.2255446428571
2_36_2013-03-08,1760.7514910714283
2_36_2013-03-15,2259.078607142857
2_36_2013-03-22,2141.8079511054425
2_36_2013-03-29,2425.128744047619
2_36_2013-04-05,2438.2928171768704
2_36_2013-04-12,2466.9357738095237
2_36_2013-04-19,2120.6525892857144
2_36_2013-04-26,2276.8723214285715
2_36_2013-05-03,2578.7095238095235
2_36_2013-05-10,3701.9009778911563
2_36_2013-05-17,4157.712997023808
2_36_2013-05-24,6751.513669217688
2_36_2013-05-31,9363.073958333334
2_36_2013-06-07,7196.036235119048
2_36_2013-06-14,7229.779747023807
2_36_2013-06-21,7001.914374999999
2_36_2013-06-28,6997.4543154761905
2_36_2013-07-05,6346.739285714286
2_36_2013-07-12,3250.62130952381
2_36_2013-07-19,2666.4947321428567
2_36_2013-07-26,2290.688839285714
2_37_2012-11-02,4496.311160714287
2_37_2012-11-09,4516.619339285715
2_37_2012-11-16,4367.7202916666665
2_37_2012-11-23,4607.710648809522
2_37_2012-11-30,4164.1309940476185
2_37_2012-12-07,4073.067669642857
2_37_2012-12-14,4003.3354732142843
2_37_2012-12-21,4273.5942172619025
2_37_2012-12-28,3831.1653452380933
2_37_2013-01-04,4025.168203656462
2_37_2013-01-11,3891.285053146258
2_37_2013-01-18,3994.7445892857136
2_37_2013-01-25,4389.537526360545
2_37_2013-02-01,4542.243868622451
2_37_2013-02-08,5320.654910714286
2_37_2013-02-15,5261.656252976192
2_37_2013-02-22,5030.382514880954
2_37_2013-03-01,5885.122113095239
2_37_2013-03-08,5286.714833333333
2_37_2013-03-15,4597.698476190476
2_37_2013-03-22,4269.037776785714
2_37_2013-03-29,4839.4032232142845
2_37_2013-04-05,4242.440657738097
2_37_2013-04-12,4093.5461755952406
2_37_2013-04-19,4086.6648214285733
2_37_2013-04-26,4101.467476190478
2_37_2013-05-03,4234.219889455783
2_37_2013-05-10,4207.752285289117
2_37_2013-05-17,4341.859702380951
2_37_2013-05-24,4352.879157738095
2_37_2013-05-31,4663.284788690476
2_37_2013-06-07,4785.466919642857
2_37_2013-06-14,4707.939029761905
2_37_2013-06-21,4695.027369047619
2_37_2013-06-28,4621.400497023809
2_37_2013-07-05,4685.086279761904
2_37_2013-07-12,4135.831785714287
2_37_2013-07-19,4288.953333333334
2_37_2013-07-26,4451.298958333334
2_38_2012-11-02,69266.72272023809
2_38_2012-11-09,69266.72272023809
2_38_2012-11-16,69266.72272023809
2_38_2012-11-23,69492.05104464285
2_38_2012-11-30,70184.4590595238
2_38_2012-12-07,70107.9507113095
2_38_2012-12-14,69750.59298809522
2_38_2012-12-21,69771.44611309523
2_38_2012-12-28,71802.93487797618
2_38_2013-01-04,95264.92733630954
2_38_2013-01-11,86713.19622619044
2_38_2013-01-18,82021.48688690476
2_38_2013-01-25,81647.25660416667
2_38_2013-02-01,84239.77116666666
2_38_2013-02-08,97247.35519940476
2_38_2013-02-15,86925.01870833333
2_38_2013-02-22,89615.83205994903
2_38_2013-03-01,89168.18630399661
2_38_2013-03-08,85849.94869940476
2_38_2013-03-15,81411.67105952383
2_38_2013-03-22,87302.33101488098
2_38_2013-03-29,85265.45989285716
2_38_2013-04-05,88968.27366964288
2_38_2013-04-12,88845.05243452381
2_38_2013-04-19,84350.35418154763
2_38_2013-04-26,85246.70765476192
2_38_2013-05-03,83532.10595535715
2_38_2013-05-10,78832.83122321429
2_38_2013-05-17,79893.42886607144
2_38_2013-05-24,75183.3204821429
2_38_2013-05-31,71258.13911904763
2_38_2013-06-07,72346.2586279762
2_38_2013-06-14,77907.46280357146
2_38_2013-06-21,65646.07456845237
2_38_2013-06-28,67507.0320761054
2_38_2013-07-05,75405.38025892853
2_38_2013-07-12,71556.63619642855
2_38_2013-07-19,75457.21451785711
2_38_2013-07-26,68601.08467559521
2_40_2012-11-02,78997.53666964282
2_40_2012-11-09,78498.56963095236
2_40_2012-11-16,78240.66082142855
2_40_2012-11-23,78503.36624404762
2_40_2012-11-30,78473.16835416667
2_40_2012-12-07,79131.11012797618
2_40_2012-12-14,79208.26974999998
2_40_2012-12-21,84467.08420918367
2_40_2012-12-28,78555.4380029762
2_40_2013-01-04,85254.04140476193
2_40_2013-01-11,79523.02704294215
2_40_2013-01-18,79619.51195365645
2_40_2013-01-25,78396.33644770407
2_40_2013-02-01,84365.4694030612
2_40_2013-02-08,84154.77290008507
2_40_2013-02-15,82623.81142687077
2_40_2013-02-22,82965.87017261905
2_40_2013-03-01,85712.70366666667
2_40_2013-03-08,85684.6417529762
2_40_2013-03-15,82537.34917261907
2_40_2013-03-22,76793.03817346941
2_40_2013-03-29,80816.3179017857
2_40_2013-04-05,77336.55883418368
2_40_2013-04-12,76421.97358035714
2_40_2013-04-19,80431.72152083331
2_40_2013-04-26,80895.8946875
2_40_2013-05-03,84016.45262500002
2_40_2013-05-10,80065.56352083336
2_40_2013-05-17,78774.0873511905
2_40_2013-05-24,77277.84259672617
2_40_2013-05-31,77503.33184672614
2_40_2013-06-07,78993.05248809517
2_40_2013-06-14,76171.81294940472
2_40_2013-06-21,77384.73221726187
2_40_2013-06-28,76967.07037202378
2_40_2013-07-05,76149.6926845238
2_40_2013-07-12,74097.0476785714
2_40_2013-07-19,74886.09989583331
2_40_2013-07-26,75000.58452083332
2_41_2012-11-02,1997.7743214285715
2_41_2012-11-09,1861.9776339285715
2_41_2012-11-16,1860.4079761904763
2_41_2012-11-23,2801.8357559523815
2_41_2012-11-30,2621.580851190476
2_41_2012-12-07,2914.9758749999996
2_41_2012-12-14,4052.005425595237
2_41_2012-12-21,7677.76987755102
2_41_2012-12-28,3596.7363392857146
2_41_2013-01-04,1120.393979166667
2_41_2013-01-11,886.1262232142861
2_41_2013-01-18,833.6458571428573
2_41_2013-01-25,672.9788869047619
2_41_2013-02-01,1583.5913601190475
2_41_2013-02-08,2570.5550416666665
2_41_2013-02-15,1887.400669642857
2_41_2013-02-22,1542.7354017857144
2_41_2013-03-01,1626.4304017857144
2_41_2013-03-08,2008.5855654761901
2_41_2013-03-15,2119.810788690476
2_41_2013-03-22,2073.318455782314
2_41_2013-03-29,2513.2996789965987
2_41_2013-04-05,2319.8954761904765
2_41_2013-04-12,2305.058422619047
2_41_2013-04-19,2127.8969885204083
2_41_2013-04-26,2303.5639825680273
2_41_2013-05-03,2184.097595663265
2_41_2013-05-10,2541.563384353741
2_41_2013-05-17,3185.088869047621
2_41_2013-05-24,2723.7327678571446
2_41_2013-05-31,2647.3410803571446
2_41_2013-06-07,2555.6686845238114
2_41_2013-06-14,4145.189636904764
2_41_2013-06-21,3749.356922619048
2_41_2013-06-28,2671.7660654761917
2_41_2013-07-05,2864.038779761905
2_41_2013-07-12,2097.8600119047614
2_41_2013-07-19,1816.4372142857142
2_41_2013-07-26,1938.108488095238
2_42_2012-11-02,8527.752526785718
2_42_2012-11-09,8518.11222916667
2_42_2012-11-16,8389.97343154762
2_42_2012-11-23,8630.632502976192
2_42_2012-11-30,8426.93830357143
2_42_2012-12-07,8268.043264880955
2_42_2012-12-14,8314.198431547622
2_42_2012-12-21,8429.970377976193
2_42_2012-12-28,8179.662630102042
2_42_2013-01-04,8453.024288690476
2_42_2013-01-11,8453.024288690476
2_42_2013-01-18,8680.531883928572
2_42_2013-01-25,8367.758708333331
2_42_2013-02-01,8730.70825595238
2_42_2013-02-08,9124.147157738098
2_42_2013-02-15,9272.818083758502
2_42_2013-02-22,9187.079687499998
2_42_2013-03-01,9780.196919642856
2_42_2013-03-08,9899.203538690475
2_42_2013-03-15,10034.019791666666
2_42_2013-03-22,9129.958660714283
2_42_2013-03-29,9486.056547619044
2_42_2013-04-05,9536.485047619046
2_42_2013-04-12,9334.15694345238
2_42_2013-04-19,9184.423538690477
2_42_2013-04-26,9184.85436011905
2_42_2013-05-03,9642.331699404764
2_42_2013-05-10,9292.727789965986
2_42_2013-05-17,9443.216115858839
2_42_2013-05-24,9465.649791454078
2_42_2013-05-31,9302.764499787414
2_42_2013-06-07,9328.303071215985
2_42_2013-06-14,9390.583080144557
2_42_2013-06-21,9736.878940263605
2_42_2013-06-28,9288.416845025511
2_42_2013-07-05,9350.22198639456
2_42_2013-07-12,8417.47117559524
2_42_2013-07-19,8593.722973214286
2_42_2013-07-26,8729.952818452382
2_44_2012-11-02,10431.187145833333
2_44_2012-11-09,10420.370217261905
2_44_2012-11-16,10354.408889880953
2_44_2012-11-23,11309.226255952382
2_44_2012-11-30,10680.535827380954
2_44_2012-12-07,11578.679595238096
2_44_2012-12-14,12376.932924744895
2_44_2012-12-21,13058.921392857139
2_44_2012-12-28,6506.59311054422
2_44_2013-01-04,6074.587440476192
2_44_2013-01-11,6202.866083333332
2_44_2013-01-18,6316.510589285712
2_44_2013-01-25,6504.025982142855
2_44_2013-02-01,7654.393255952384
2_44_2013-02-08,7999.257217261908
2_44_2013-02-15,7719.346327380955
2_44_2013-02-22,7223.698196428575
2_44_2013-03-01,7207.13785416667
2_44_2013-03-08,6620.7628571428595
2_44_2013-03-15,5530.261077380956
2_44_2013-03-22,5400.560619047622
2_44_2013-03-29,6313.642750000002
2_44_2013-04-05,5947.563466836736
2_44_2013-04-12,5919.1683537414965
2_44_2013-04-19,5978.467912414964
2_44_2013-04-26,6143.885471938775
2_44_2013-05-03,7200.632237244899
2_44_2013-05-10,7629.767095238095
2_44_2013-05-17,7115.501991071431
2_44_2013-05-24,6137.105132227893
2_44_2013-05-31,5449.274272108843
2_44_2013-06-07,5901.049084608844
2_44_2013-06-14,5977.423644345238
2_44_2013-06-21,5902.663980654761
2_44_2013-06-28,5086.5825714285675
2_44_2013-07-05,5066.338991071425
2_44_2013-07-12,6326.771500000001
2_44_2013-07-19,6323.568315476191
2_44_2013-07-26,6184.99111904762
2_45_2012-11-09,20.37082142857144
2_45_2012-12-21,36.125535714285725
2_45_2012-12-28,33.19005952380952
2_45_2013-01-04,16.462511904761918
2_46_2012-11-02,27379.0732402211
2_46_2012-11-09,27598.818800595243
2_46_2012-11-16,27846.951366071433
2_46_2012-11-23,30782.231651785718
2_46_2012-11-30,31018.385752976195
2_46_2012-12-07,37584.94486607145
2_46_2012-12-14,51660.18414583333
2_46_2012-12-21,78191.56048214283
2_46_2012-12-28,45345.39278273809
2_46_2013-01-04,24258.627380952392
2_46_2013-01-11,23986.325639880964
2_46_2013-01-18,25276.112377976187
2_46_2013-01-25,25221.51269642857
2_46_2013-02-01,29363.03945535713
2_46_2013-02-08,29905.978961309524
2_46_2013-02-15,30867.716401785703
2_46_2013-02-22,28569.72528571429
2_46_2013-03-01,30397.74309821428
2_46_2013-03-08,29261.958093962596
2_46_2013-03-15,29145.920800595253
2_46_2013-03-22,26873.158630952392
2_46_2013-03-29,29066.048124999998
2_46_2013-04-05,28454.67559821429
2_46_2013-04-12,28389.496565476187
2_46_2013-04-19,28409.661654761898
2_46_2013-04-26,28796.077014880953
2_46_2013-05-03,30454.844833333318
2_46_2013-05-10,30509.593494047607
2_46_2013-05-17,30833.246187499986
2_46_2013-05-24,32454.630023809506
2_46_2013-05-31,33104.23453954082
2_46_2013-06-07,32993.875018707484
2_46_2013-06-14,32469.882825255107
2_46_2013-06-21,31644.043047619045
2_46_2013-06-28,31907.784154761895
2_46_2013-07-05,31662.262440476177
2_46_2013-07-12,29234.495279761904
2_46_2013-07-19,29191.438511904766
2_46_2013-07-26,29350.664410714286
2_47_2012-12-14,314.6780059523809
2_47_2012-12-21,287.81797619047614
2_47_2013-02-22,76.42693452380952
2_48_2012-11-02,2687.371726190476
2_48_2012-11-09,2653.53244047619
2_48_2012-11-16,2737.48113095238
2_48_2012-11-23,3041.1286755952374
2_48_2012-11-30,2529.210327380952
2_48_2012-12-07,2395.1367857142855
2_48_2012-12-14,2788.2396130952375
2_48_2012-12-21,4026.458660714285
2_48_2012-12-28,2314.0886904761905
2_48_2013-01-04,1345.534226190476
2_48_2013-01-11,1438.499107142857
2_48_2013-01-18,1897.8023809523806
2_48_2013-01-25,873.7309098639456
2_48_2013-02-01,726.5103741496598
2_48_2013-02-08,1051.7100765306122
2_48_2013-02-15,974.4116071428571
2_48_2013-02-22,1917.3598214285714
2_48_2013-03-01,2260.4502976190474
2_48_2013-03-08,2297.0895833333334
2_48_2013-03-15,1888.7633333333326
2_48_2013-03-22,1756.1122916666664
2_48_2013-03-29,1513.8551190476192
2_48_2013-04-05,1209.821636904762
2_48_2013-04-12,1126.751517857143
2_48_2013-04-19,1612.5983035714287
2_48_2013-04-26,1375.7763392857144
2_48_2013-05-03,2401.281011904762
2_48_2013-05-10,1280.4309285714287
2_48_2013-05-17,1397.192467687075
2_48_2013-05-24,1408.6901224489795
2_48_2013-05-31,1060.5026224489795
2_48_2013-06-07,1370.0761224489797
2_48_2013-06-14,1457.0433843537417
2_48_2013-06-21,1391.782015306122
2_48_2013-06-28,1616.104294217687
2_48_2013-07-05,1785.212329931973
2_48_2013-07-12,1165.3322704081634
2_48_2013-07-19,862.671130952381
2_48_2013-07-26,926.4755952380954
2_49_2012-11-02,14168.06324404762
2_49_2012-11-09,11681.039726190475
2_49_2012-11-16,12998.233282738094
2_49_2012-11-23,11809.310226190477
2_49_2012-11-30,12655.917211309525
2_49_2012-12-07,12586.211095238095
2_49_2012-12-14,11378.854866071428
2_49_2012-12-21,10892.76337755102
2_49_2012-12-28,11910.088144557823
2_49_2013-01-04,16038.178113095235
2_49_2013-01-11,16771.922148809517
2_49_2013-01-18,17384.935779761905
2_49_2013-01-25,16480.695247023814
2_49_2013-02-01,16467.777782738096
2_49_2013-02-08,17644.665238095236
2_49_2013-02-15,21762.266413690482
2_49_2013-02-22,21628.184541666673
2_49_2013-03-01,24040.511729166657
2_49_2013-03-08,20929.793568452384
2_49_2013-03-15,20237.644175595244
2_49_2013-03-22,19070.075616071426
2_49_2013-03-29,17397.87458630953
2_49_2013-04-05,15170.086234693876
2_49_2013-04-12,16786.4513529651
2_49_2013-04-19,17036.26360891748
2_49_2013-04-26,14695.80039505693
2_49_2013-05-03,15228.040838509316
2_49_2013-05-10,14883.815768356257
2_49_2013-05-17,14015.316017072211
2_49_2013-05-24,14685.55002897697
2_49_2013-05-31,12784.464991562
2_49_2013-06-07,14837.938828202547
2_49_2013-06-14,15285.888529667747
2_49_2013-06-21,14992.560368953458
2_49_2013-06-28,14564.991446236298
2_49_2013-07-05,13469.37198245207
2_49_2013-07-12,15137.8109777752
2_49_2013-07-19,14334.2571046067
2_49_2013-07-26,15699.378932412828
2_52_2012-11-02,3775.255705357143
2_52_2012-11-09,3931.4202113095234
2_52_2012-11-16,4136.985005952381
2_52_2012-11-23,7489.808603316328
2_52_2012-11-30,4835.01599404762
2_52_2012-12-07,4884.35075
2_52_2012-12-14,4871.587285714285
2_52_2012-12-21,5932.584419642857
2_52_2012-12-28,3466.682086309525
2_52_2013-01-04,3809.836590136053
2_52_2013-01-11,3689.049425453513
2_52_2013-01-18,3581.6919871031746
2_52_2013-01-25,3609.327341269841
2_52_2013-02-01,4343.375123015872
2_52_2013-02-08,4195.67020238095
2_52_2013-02-15,4852.091998015873
2_52_2013-02-22,4443.927566137192
2_52_2013-03-01,4084.2210038372737
2_52_2013-03-08,3900.378768718226
2_52_2013-03-15,4093.7758355571414
2_52_2013-03-22,4126.479398057141
2_52_2013-03-29,4174.407602919358
2_52_2013-04-05,3866.174921348494
2_52_2013-04-12,3863.18814201176
2_52_2013-04-19,3939.024484273665
2_52_2013-04-26,3751.3131577430513
2_52_2013-05-03,4060.6296225907026
2_52_2013-05-10,4616.1166082057825
2_52_2013-05-17,5330.867693452383
2_52_2013-05-24,3456.029369276556
2_52_2013-05-31,3256.8256698717955
2_52_2013-06-07,3104.590957074176
2_52_2013-06-14,3119.1163142170335
2_52_2013-06-21,3321.4017361819724
2_52_2013-06-28,3022.673869472788
2_52_2013-07-05,3098.95563137755
2_52_2013-07-12,3242.620904903627
2_52_2013-07-19,2961.3335224631514
2_52_2013-07-26,2889.735433583283
2_54_2012-11-02,24.591011904761906
2_54_2012-11-09,24.591011904761906
2_54_2012-11-16,25.664226190476196
2_54_2012-11-23,34.802380952380965
2_54_2012-11-30,25.664226190476196
2_54_2012-12-07,23.26065476190476
2_54_2012-12-14,69.60415391156464
2_54_2012-12-21,100.30151700680271
2_54_2012-12-28,63.26090476190475
2_54_2013-01-04,39.46756547619047
2_54_2013-01-11,63.7277261904762
2_54_2013-01-18,51.52718452380953
2_54_2013-01-25,36.95386309523809
2_54_2013-02-08,105.940268707483
2_54_2013-02-15,134.19860204081635
2_54_2013-02-22,22.29928571428572
2_54_2013-03-01,63.74198809523814
2_54_2013-03-08,38.61613095238098
2_54_2013-03-15,42.73967150706438
2_54_2013-03-22,31.99752864992152
2_54_2013-04-05,50.47862899005758
2_54_2013-04-19,19.958414704343276
2_54_2013-04-26,32.0134693877551
2_54_2013-05-03,40.178785714285716
2_54_2013-05-10,86.53016666666669
2_54_2013-05-17,82.57858333333338
2_54_2013-05-31,38.281748299319744
2_54_2013-06-14,46.71490306122452
2_54_2013-06-28,22.445000000000004
2_54_2013-07-05,18.933196428571428
2_54_2013-07-26,32.16774404761905
2_55_2012-11-02,11384.628247023811
2_55_2012-11-09,22776.821970238085
2_55_2012-11-16,17460.436590561218
2_55_2012-11-23,40250.92716879251
2_55_2012-11-30,18676.834295918365
2_55_2012-12-07,23516.436502976198
2_55_2012-12-14,31405.86817261905
2_55_2012-12-21,59785.407465986405
2_55_2012-12-28,27407.039773809527
2_55_2013-01-04,11883.3922045068
2_55_2013-01-11,10121.281357568025
2_55_2013-01-18,9629.843134778912
2_55_2013-01-25,9097.554167091836
2_55_2013-02-01,12349.193258078229
2_55_2013-02-08,14331.216452380957
2_55_2013-02-15,13997.002866071425
2_55_2013-02-22,12159.023761904758
2_55_2013-03-01,11615.425404761909
2_55_2013-03-08,11515.518071428576
2_55_2013-03-15,11941.137738095238
2_55_2013-03-22,9546.337896258503
2_55_2013-03-29,9782.83932738095
2_55_2013-04-05,9692.018920068027
2_55_2013-04-12,9710.088767857145
2_55_2013-04-19,9107.883565476192
2_55_2013-04-26,8267.832197278913
2_55_2013-05-03,8227.516616921772
2_55_2013-05-10,8369.656361394562
2_55_2013-05-17,9450.573373299321
2_55_2013-05-24,8341.815836734697
2_55_2013-05-31,7957.244919642858
2_55_2013-06-07,8443.328178571432
2_55_2013-06-14,8481.042711309525
2_55_2013-06-21,9123.655211309528
2_55_2013-06-28,8887.710422619046
2_55_2013-07-05,8678.669607142856
2_55_2013-07-12,8848.687261904763
2_55_2013-07-19,8534.05453869048
2_55_2013-07-26,8037.297333758504
2_56_2012-11-02,919.6538873299321
2_56_2012-11-09,927.2245331632654
2_56_2012-11-16,918.4996998299321
2_56_2012-11-23,3185.7995480442155
2_56_2012-11-30,5685.292660714287
2_56_2012-12-07,6072.705970238095
2_56_2012-12-14,4841.020472789117
2_56_2012-12-21,2007.2272976190482
2_56_2012-12-28,876.4380505952379
2_56_2013-01-04,1242.1817589285713
2_56_2013-01-11,1269.7617976190475
2_56_2013-01-18,1800.9272529761904
2_56_2013-01-25,1983.5924017857142
2_56_2013-02-01,2477.7135952380963
2_56_2013-02-08,2587.541732142857
2_56_2013-02-15,4859.163831632653
2_56_2013-02-22,4520.772474489794
2_56_2013-03-01,7236.41245620748
2_56_2013-03-08,9543.581434523812
2_56_2013-03-15,14665.997665178571
2_56_2013-03-22,15894.101703869048
2_56_2013-03-29,18526.03678571429
2_56_2013-04-05,15009.869741071438
2_56_2013-04-12,14464.552604166676
2_56_2013-04-19,13565.039726190482
2_56_2013-04-26,13544.773101190483
2_56_2013-05-03,12551.893750000001
2_56_2013-05-10,12558.829648809524
2_56_2013-05-17,12278.929511904766
2_56_2013-05-24,9239.18832057823
2_56_2013-05-31,7164.403071003401
2_56_2013-06-07,5748.311514880953
2_56_2013-06-14,3746.707267857145
2_56_2013-06-21,2865.641389880952
2_56_2013-06-28,2496.378083333333
2_56_2013-07-05,1867.952077380953
2_56_2013-07-12,1496.066389880952
2_56_2013-07-19,1112.9198108178055
2_56_2013-07-26,1223.627127144336
2_58_2012-11-02,24919.02351190476
2_58_2012-11-09,25164.82708333333
2_58_2012-11-16,33836.07797619047
2_58_2012-11-23,35037.79375
2_58_2012-11-30,34040.5349702381
2_58_2012-12-07,33516.05535714285
2_58_2012-12-14,33390.70297619048
2_58_2012-12-21,40827.13065476191
2_58_2012-12-28,27186.153125000004
2_58_2013-01-04,23710.726190476194
2_58_2013-01-11,24107.06547619048
2_58_2013-01-18,21464.026785714286
2_58_2013-01-25,20523.827380952378
2_58_2013-02-01,19360.6369047619
2_58_2013-02-08,25613.270085034015
2_58_2013-02-15,22666.193750000002
2_58_2013-02-22,19632.935714285715
2_58_2013-03-01,22852.86320833334
2_58_2013-03-08,21557.881696428572
2_58_2013-03-15,22145.296875
2_58_2013-03-22,17281.36011904762
2_58_2013-03-29,17280.33163265306
2_58_2013-04-05,15545.156249999998
2_58_2013-04-12,18248.57589285714
2_58_2013-04-19,18840.0431547619
2_58_2013-04-26,18596.56101190476
2_58_2013-05-03,14545.789712585032
2_58_2013-05-10,12792.141547619045
